days_worked;order_day_number;store_firstly_created;max_order_day_number;order_count_per_store;orders_sum_per_store;medal;store_id;potential
39;0;10.08.2021 11:11;47;10;6342;BRONSE;6150407691;5.416806123
39;1;10.08.2021 11:11;47;3;4145;BRONSE;6150407691;5.416806123
39;6;10.08.2021 11:11;47;1;1299;BRONSE;6150407691;5.416806123
39;7;10.08.2021 11:11;47;3;1978;BRONSE;6150407691;5.416806123
39;8;10.08.2021 11:11;47;1;1189;BRONSE;6150407691;5.416806123
39;9;10.08.2021 11:11;47;3;3061;BRONSE;6150407691;5.416806123
39;10;10.08.2021 11:11;47;1;559;BRONSE;6150407691;5.416806123
39;11;10.08.2021 11:11;47;6;4859;BRONSE;6150407691;5.416806123
39;13;10.08.2021 11:11;47;2;2937;BRONSE;6150407691;5.416806123
39;14;10.08.2021 11:11;47;1;909;BRONSE;6150407691;5.416806123
39;15;10.08.2021 11:11;47;1;524;BRONSE;6150407691;5.416806123
39;17;10.08.2021 11:11;47;2;2084;BRONSE;6150407691;5.416806123
39;18;10.08.2021 11:11;47;6;4006;BRONSE;6150407691;5.416806123
39;19;10.08.2021 11:11;47;4;3497;BRONSE;6150407691;5.416806123
39;20;10.08.2021 11:11;47;2;3366;BRONSE;6150407691;5.416806123
39;22;10.08.2021 11:11;47;1;559;BRONSE;6150407691;5.416806123
39;23;10.08.2021 11:11;47;10;11893;BRONSE;6150407691;5.416806123
39;24;10.08.2021 11:11;47;5;3502;BRONSE;6150407691;5.416806123
39;25;10.08.2021 11:11;47;3;2412;BRONSE;6150407691;5.416806123
39;26;10.08.2021 11:11;47;4;2818;BRONSE;6150407691;5.416806123
39;27;10.08.2021 11:11;47;3;2887;BRONSE;6150407691;5.416806123
39;28;10.08.2021 11:11;47;3;3112;BRONSE;6150407691;5.416806123
39;29;10.08.2021 11:11;47;3;2622;BRONSE;6150407691;5.416806123
39;30;10.08.2021 11:11;47;4;2977;BRONSE;6150407691;5.416806123
39;31;10.08.2021 11:11;47;2;2517;BRONSE;6150407691;5.416806123
39;32;10.08.2021 11:11;47;5;5874;BRONSE;6150407691;5.416806123
39;33;10.08.2021 11:11;47;1;559;BRONSE;6150407691;5.416806123
39;34;10.08.2021 11:11;47;1;839;BRONSE;6150407691;5.416806123
39;35;10.08.2021 11:11;47;2;1118;BRONSE;6150407691;5.416806123
39;36;10.08.2021 11:11;47;1;629;BRONSE;6150407691;5.416806123
39;37;10.08.2021 11:11;47;4;3447;BRONSE;6150407691;5.416806123
39;38;10.08.2021 11:11;47;5;4118;BRONSE;6150407691;5.416806123
39;39;10.08.2021 11:11;47;2;1119;BRONSE;6150407691;5.416806123
39;40;10.08.2021 11:11;47;1;1154;BRONSE;6150407691;5.416806123
39;41;10.08.2021 11:11;47;5;5100;BRONSE;6150407691;5.416806123
39;43;10.08.2021 11:11;47;3;2238;BRONSE;6150407691;5.416806123
39;44;10.08.2021 11:11;47;1;559;BRONSE;6150407691;5.416806123
39;46;10.08.2021 11:11;47;5;4391;BRONSE;6150407691;5.416806123
39;47;10.08.2021 11:11;47;2;1119;BRONSE;6150407691;5.416806123
41;0;26.08.2021 7:37;41;3;3841;GOLD;1,71E+11;53.89853237
41;1;26.08.2021 7:37;41;6;6893;GOLD;1,71E+11;53.89853237
41;2;26.08.2021 7:37;41;2;2058;GOLD;1,71E+11;53.89853237
41;3;26.08.2021 7:37;41;4;3626;GOLD;1,71E+11;53.89853237
41;4;26.08.2021 7:37;41;3;2799;GOLD;1,71E+11;53.89853237
41;5;26.08.2021 7:37;41;4;5689;GOLD;1,71E+11;53.89853237
41;6;26.08.2021 7:37;41;5;2391;GOLD;1,71E+11;53.89853237
41;7;26.08.2021 7:37;41;4;4051;GOLD;1,71E+11;53.89853237
41;8;26.08.2021 7:37;41;5;4664;GOLD;1,71E+11;53.89853237
41;9;26.08.2021 7:37;41;3;5377;GOLD;1,71E+11;53.89853237
41;10;26.08.2021 7:37;41;4;3346;GOLD;1,71E+11;53.89853237
41;11;26.08.2021 7:37;41;5;6435;GOLD;1,71E+11;53.89853237
41;12;26.08.2021 7:37;41;1;575;GOLD;1,71E+11;53.89853237
41;13;26.08.2021 7:37;41;3;3598;GOLD;1,71E+11;53.89853237
41;14;26.08.2021 7:37;41;14;13592;GOLD;1,71E+11;53.89853237
41;15;26.08.2021 7:37;41;4;4090;GOLD;1,71E+11;53.89853237
41;16;26.08.2021 7:37;41;11;13785;GOLD;1,71E+11;53.89853237
41;17;26.08.2021 7:37;41;8;11420;GOLD;1,71E+11;53.89853237
41;18;26.08.2021 7:37;41;1;894;GOLD;1,71E+11;53.89853237
41;19;26.08.2021 7:37;41;7;5811;GOLD;1,71E+11;53.89853237
41;20;26.08.2021 7:37;41;6;11420;GOLD;1,71E+11;53.89853237
41;21;26.08.2021 7:37;41;4;5415;GOLD;1,71E+11;53.89853237
41;22;26.08.2021 7:37;41;4;4806;GOLD;1,71E+11;53.89853237
41;23;26.08.2021 7:37;41;6;8875;GOLD;1,71E+11;53.89853237
41;24;26.08.2021 7:37;41;8;9809;GOLD;1,71E+11;53.89853237
41;25;26.08.2021 7:37;41;2;1258;GOLD;1,71E+11;53.89853237
41;26;26.08.2021 7:37;41;4;4780;GOLD;1,71E+11;53.89853237
41;27;26.08.2021 7:37;41;5;4322;GOLD;1,71E+11;53.89853237
41;28;26.08.2021 7:37;41;5;5622;GOLD;1,71E+11;53.89853237
41;29;26.08.2021 7:37;41;6;6352;GOLD;1,71E+11;53.89853237
41;30;26.08.2021 7:37;41;5;7004;GOLD;1,71E+11;53.89853237
41;31;26.08.2021 7:37;41;8;11952;GOLD;1,71E+11;53.89853237
41;32;26.08.2021 7:37;41;4;3655;GOLD;1,71E+11;53.89853237
41;34;26.08.2021 7:37;41;4;4878;GOLD;1,71E+11;53.89853237
41;35;26.08.2021 7:37;41;8;7750;GOLD;1,71E+11;53.89853237
41;36;26.08.2021 7:37;41;7;7193;GOLD;1,71E+11;53.89853237
41;37;26.08.2021 7:37;41;7;6535;GOLD;1,71E+11;53.89853237
41;38;26.08.2021 7:37;41;3;3049;GOLD;1,71E+11;53.89853237
41;39;26.08.2021 7:37;41;5;4748;GOLD;1,71E+11;53.89853237
41;40;26.08.2021 7:37;41;5;5117;GOLD;1,71E+11;53.89853237
41;41;26.08.2021 7:37;41;1;1099;GOLD;1,71E+11;53.89853237
12;0;10.09.2021 11:48;14;3;1638;SILVER;69201771292;52.38169834
12;2;10.09.2021 11:48;14;12;9476;SILVER;69201771292;52.38169834
12;3;10.09.2021 11:48;14;12;9979;SILVER;69201771292;52.38169834
12;4;10.09.2021 11:48;14;11;9166;SILVER;69201771292;52.38169834
12;5;10.09.2021 11:48;14;5;4506;SILVER;69201771292;52.38169834
12;6;10.09.2021 11:48;14;6;3492;SILVER;69201771292;52.38169834
12;7;10.09.2021 11:48;14;6;4681;SILVER;69201771292;52.38169834
12;8;10.09.2021 11:48;14;3;2112;SILVER;69201771292;52.38169834
12;9;10.09.2021 11:48;14;2;1121;SILVER;69201771292;52.38169834
12;10;10.09.2021 11:48;14;1;1010;SILVER;69201771292;52.38169834
12;13;10.09.2021 11:48;14;2;2216;SILVER;69201771292;52.38169834
12;14;10.09.2021 11:48;14;1;846;SILVER;69201771292;52.38169834
16;0;15.09.2021 14:46;19;2;1825;GOLD;1,83E+11;60.42906752
16;1;15.09.2021 14:46;19;7;10651;GOLD;1,83E+11;60.42906752
16;2;15.09.2021 14:46;19;10;16720;GOLD;1,83E+11;60.42906752
16;3;15.09.2021 14:46;19;3;2539;GOLD;1,83E+11;60.42906752
16;4;15.09.2021 14:46;19;2;4085;GOLD;1,83E+11;60.42906752
16;5;15.09.2021 14:46;19;3;3150;GOLD;1,83E+11;60.42906752
16;7;15.09.2021 14:46;19;3;6547;GOLD;1,83E+11;60.42906752
16;8;15.09.2021 14:46;19;8;10621;GOLD;1,83E+11;60.42906752
16;9;15.09.2021 14:46;19;6;8274;GOLD;1,83E+11;60.42906752
16;10;15.09.2021 14:46;19;3;5675;GOLD;1,83E+11;60.42906752
16;13;15.09.2021 14:46;19;2;5023;GOLD;1,83E+11;60.42906752
16;14;15.09.2021 14:46;19;2;4234;GOLD;1,83E+11;60.42906752
16;15;15.09.2021 14:46;19;1;1016;GOLD;1,83E+11;60.42906752
16;16;15.09.2021 14:46;19;3;3732;GOLD;1,83E+11;60.42906752
16;17;15.09.2021 14:46;19;2;3684;GOLD;1,83E+11;60.42906752
16;19;15.09.2021 14:46;19;1;1818;GOLD;1,83E+11;60.42906752
103;0;23.05.2021 13:19;132;1;1360;GOLD;63298865217;8.952645836
103;2;23.05.2021 13:19;132;3;2580;GOLD;63298865217;8.952645836
103;3;23.05.2021 13:19;132;1;1371;GOLD;63298865217;8.952645836
103;7;23.05.2021 13:19;132;2;994;GOLD;63298865217;8.952645836
103;8;23.05.2021 13:19;132;2;2571;GOLD;63298865217;8.952645836
103;9;23.05.2021 13:19;132;2;2201;GOLD;63298865217;8.952645836
103;10;23.05.2021 13:19;132;2;2693;GOLD;63298865217;8.952645836
103;11;23.05.2021 13:19;132;1;549;GOLD;63298865217;8.952645836
103;13;23.05.2021 13:19;132;1;940;GOLD;63298865217;8.952645836
103;15;23.05.2021 13:19;132;1;1006;GOLD;63298865217;8.952645836
103;16;23.05.2021 13:19;132;2;2553;GOLD;63298865217;8.952645836
103;17;23.05.2021 13:19;132;2;1678;GOLD;63298865217;8.952645836
103;18;23.05.2021 13:19;132;1;1888;GOLD;63298865217;8.952645836
103;19;23.05.2021 13:19;132;1;526;GOLD;63298865217;8.952645836
103;22;23.05.2021 13:19;132;2;2347;GOLD;63298865217;8.952645836
103;23;23.05.2021 13:19;132;1;696;GOLD;63298865217;8.952645836
103;24;23.05.2021 13:19;132;3;1578;GOLD;63298865217;8.952645836
103;25;23.05.2021 13:19;132;1;468;GOLD;63298865217;8.952645836
103;26;23.05.2021 13:19;132;2;1144;GOLD;63298865217;8.952645836
103;27;23.05.2021 13:19;132;1;889;GOLD;63298865217;8.952645836
103;29;23.05.2021 13:19;132;3;2796;GOLD;63298865217;8.952645836
103;30;23.05.2021 13:19;132;4;4530;GOLD;63298865217;8.952645836
103;31;23.05.2021 13:19;132;2;4276;GOLD;63298865217;8.952645836
103;32;23.05.2021 13:19;132;1;562;GOLD;63298865217;8.952645836
103;33;23.05.2021 13:19;132;3;4708;GOLD;63298865217;8.952645836
103;41;23.05.2021 13:19;132;4;4448;GOLD;63298865217;8.952645836
103;42;23.05.2021 13:19;132;4;3426;GOLD;63298865217;8.952645836
103;43;23.05.2021 13:19;132;3;2491;GOLD;63298865217;8.952645836
103;44;23.05.2021 13:19;132;2;2926;GOLD;63298865217;8.952645836
103;46;23.05.2021 13:19;132;4;2826;GOLD;63298865217;8.952645836
103;47;23.05.2021 13:19;132;5;5426;GOLD;63298865217;8.952645836
103;48;23.05.2021 13:19;132;3;3651;GOLD;63298865217;8.952645836
103;49;23.05.2021 13:19;132;3;2348;GOLD;63298865217;8.952645836
103;50;23.05.2021 13:19;132;2;2375;GOLD;63298865217;8.952645836
103;52;23.05.2021 13:19;132;5;5175;GOLD;63298865217;8.952645836
103;53;23.05.2021 13:19;132;3;4396;GOLD;63298865217;8.952645836
103;54;23.05.2021 13:19;132;1;497;GOLD;63298865217;8.952645836
103;55;23.05.2021 13:19;132;2;1613;GOLD;63298865217;8.952645836
103;57;23.05.2021 13:19;132;3;2436;GOLD;63298865217;8.952645836
103;58;23.05.2021 13:19;132;3;1117;GOLD;63298865217;8.952645836
103;59;23.05.2021 13:19;132;3;1720;GOLD;63298865217;8.952645836
103;61;23.05.2021 13:19;132;1;638;GOLD;63298865217;8.952645836
103;62;23.05.2021 13:19;132;2;516;GOLD;63298865217;8.952645836
103;63;23.05.2021 13:19;132;1;409;GOLD;63298865217;8.952645836
103;65;23.05.2021 13:19;132;1;963;GOLD;63298865217;8.952645836
103;66;23.05.2021 13:19;132;1;1086;GOLD;63298865217;8.952645836
103;67;23.05.2021 13:19;132;2;1750;GOLD;63298865217;8.952645836
103;68;23.05.2021 13:19;132;2;1450;GOLD;63298865217;8.952645836
103;71;23.05.2021 13:19;132;1;719;GOLD;63298865217;8.952645836
103;72;23.05.2021 13:19;132;4;2518;GOLD;63298865217;8.952645836
103;73;23.05.2021 13:19;132;4;4360;GOLD;63298865217;8.952645836
103;74;23.05.2021 13:19;132;2;1594;GOLD;63298865217;8.952645836
103;76;23.05.2021 13:19;132;2;680;GOLD;63298865217;8.952645836
103;77;23.05.2021 13:19;132;3;2545;GOLD;63298865217;8.952645836
103;78;23.05.2021 13:19;132;4;3816;GOLD;63298865217;8.952645836
103;79;23.05.2021 13:19;132;1;509;GOLD;63298865217;8.952645836
103;80;23.05.2021 13:19;132;5;6078;GOLD;63298865217;8.952645836
103;82;23.05.2021 13:19;132;1;372;GOLD;63298865217;8.952645836
103;83;23.05.2021 13:19;132;4;4441;GOLD;63298865217;8.952645836
103;84;23.05.2021 13:19;132;5;7232;GOLD;63298865217;8.952645836
103;85;23.05.2021 13:19;132;3;2936;GOLD;63298865217;8.952645836
103;86;23.05.2021 13:19;132;4;5861;GOLD;63298865217;8.952645836
103;87;23.05.2021 13:19;132;3;2665;GOLD;63298865217;8.952645836
103;88;23.05.2021 13:19;132;1;509;GOLD;63298865217;8.952645836
103;90;23.05.2021 13:19;132;2;4511;GOLD;63298865217;8.952645836
103;93;23.05.2021 13:19;132;1;1099;GOLD;63298865217;8.952645836
103;94;23.05.2021 13:19;132;2;1561;GOLD;63298865217;8.952645836
103;95;23.05.2021 13:19;132;4;1972;GOLD;63298865217;8.952645836
103;96;23.05.2021 13:19;132;4;2505;GOLD;63298865217;8.952645836
103;97;23.05.2021 13:19;132;2;879;GOLD;63298865217;8.952645836
103;98;23.05.2021 13:19;132;1;534;GOLD;63298865217;8.952645836
103;99;23.05.2021 13:19;132;1;624;GOLD;63298865217;8.952645836
103;100;23.05.2021 13:19;132;4;3528;GOLD;63298865217;8.952645836
103;101;23.05.2021 13:19;132;4;4602;GOLD;63298865217;8.952645836
103;102;23.05.2021 13:19;132;2;1391;GOLD;63298865217;8.952645836
103;103;23.05.2021 13:19;132;2;2743;GOLD;63298865217;8.952645836
103;104;23.05.2021 13:19;132;3;3028;GOLD;63298865217;8.952645836
103;105;23.05.2021 13:19;132;3;4086;GOLD;63298865217;8.952645836
103;106;23.05.2021 13:19;132;1;736;GOLD;63298865217;8.952645836
103;107;23.05.2021 13:19;132;3;3317;GOLD;63298865217;8.952645836
103;108;23.05.2021 13:19;132;1;1435;GOLD;63298865217;8.952645836
103;111;23.05.2021 13:19;132;2;1621;GOLD;63298865217;8.952645836
103;112;23.05.2021 13:19;132;2;2409;GOLD;63298865217;8.952645836
103;113;23.05.2021 13:19;132;1;800;GOLD;63298865217;8.952645836
103;114;23.05.2021 13:19;132;4;3794;GOLD;63298865217;8.952645836
103;115;23.05.2021 13:19;132;1;1344;GOLD;63298865217;8.952645836
103;116;23.05.2021 13:19;132;2;1650;GOLD;63298865217;8.952645836
103;117;23.05.2021 13:19;132;2;2513;GOLD;63298865217;8.952645836
103;118;23.05.2021 13:19;132;2;1711;GOLD;63298865217;8.952645836
103;119;23.05.2021 13:19;132;2;3357;GOLD;63298865217;8.952645836
103;120;23.05.2021 13:19;132;1;965;GOLD;63298865217;8.952645836
103;121;23.05.2021 13:19;132;4;6350;GOLD;63298865217;8.952645836
103;122;23.05.2021 13:19;132;2;3927;GOLD;63298865217;8.952645836
103;123;23.05.2021 13:19;132;5;4483;GOLD;63298865217;8.952645836
103;124;23.05.2021 13:19;132;1;912;GOLD;63298865217;8.952645836
103;125;23.05.2021 13:19;132;4;3894;GOLD;63298865217;8.952645836
103;126;23.05.2021 13:19;132;2;934;GOLD;63298865217;8.952645836
103;127;23.05.2021 13:19;132;3;3447;GOLD;63298865217;8.952645836
103;128;23.05.2021 13:19;132;4;6667;GOLD;63298865217;8.952645836
103;129;23.05.2021 13:19;132;4;2888;GOLD;63298865217;8.952645836
103;130;23.05.2021 13:19;132;3;2314;GOLD;63298865217;8.952645836
103;131;23.05.2021 13:19;132;4;4385;GOLD;63298865217;8.952645836
103;132;23.05.2021 13:19;132;1;954;GOLD;63298865217;8.952645836
15;0;07.09.2021 13:01;18;2;1327;BRONSE;1,99E+11;2.855046973
15;1;07.09.2021 13:01;18;1;1316;BRONSE;1,99E+11;2.855046973
15;3;07.09.2021 13:01;18;1;1654;BRONSE;1,99E+11;2.855046973
15;4;07.09.2021 13:01;18;2;3139;BRONSE;1,99E+11;2.855046973
15;5;07.09.2021 13:01;18;1;1345;BRONSE;1,99E+11;2.855046973
15;6;07.09.2021 13:01;18;3;2796;BRONSE;1,99E+11;2.855046973
15;7;07.09.2021 13:01;18;2;2513;BRONSE;1,99E+11;2.855046973
15;8;07.09.2021 13:01;18;3;3165;BRONSE;1,99E+11;2.855046973
15;9;07.09.2021 13:01;18;1;1043;BRONSE;1,99E+11;2.855046973
15;10;07.09.2021 13:01;18;1;1070;BRONSE;1,99E+11;2.855046973
15;11;07.09.2021 13:01;18;1;996;BRONSE;1,99E+11;2.855046973
15;12;07.09.2021 13:01;18;1;509;BRONSE;1,99E+11;2.855046973
15;16;07.09.2021 13:01;18;1;2205;BRONSE;1,99E+11;2.855046973
15;17;07.09.2021 13:01;18;1;1316;BRONSE;1,99E+11;2.855046973
15;18;07.09.2021 13:01;18;2;5644;BRONSE;1,99E+11;2.855046973
21;0;18.10.2020 9:41;76;1;250;BRONSE;1,34E+11;4.3431583
21;2;18.10.2020 9:41;76;1;600;BRONSE;1,34E+11;4.3431583
21;4;18.10.2020 9:41;76;1;900;BRONSE;1,34E+11;4.3431583
21;7;18.10.2020 9:41;76;1;890;BRONSE;1,34E+11;4.3431583
21;16;18.10.2020 9:41;76;1;1450;BRONSE;1,34E+11;4.3431583
21;18;18.10.2020 9:41;76;1;900;BRONSE;1,34E+11;4.3431583
21;26;18.10.2020 9:41;76;1;520;BRONSE;1,34E+11;4.3431583
21;27;18.10.2020 9:41;76;2;2140;BRONSE;1,34E+11;4.3431583
21;29;18.10.2020 9:41;76;1;880;BRONSE;1,34E+11;4.3431583
21;31;18.10.2020 9:41;76;1;2660;BRONSE;1,34E+11;4.3431583
21;34;18.10.2020 9:41;76;2;1080;BRONSE;1,34E+11;4.3431583
21;35;18.10.2020 9:41;76;3;3340;BRONSE;1,34E+11;4.3431583
21;50;18.10.2020 9:41;76;1;1040;BRONSE;1,34E+11;4.3431583
21;51;18.10.2020 9:41;76;1;600;BRONSE;1,34E+11;4.3431583
21;53;18.10.2020 9:41;76;1;1080;BRONSE;1,34E+11;4.3431583
21;55;18.10.2020 9:41;76;1;1340;BRONSE;1,34E+11;4.3431583
21;56;18.10.2020 9:41;76;1;1650;BRONSE;1,34E+11;4.3431583
21;59;18.10.2020 9:41;76;1;840;BRONSE;1,34E+11;4.3431583
21;61;18.10.2020 9:41;76;1;590;BRONSE;1,34E+11;4.3431583
21;62;18.10.2020 9:41;76;1;1200;BRONSE;1,34E+11;4.3431583
21;76;18.10.2020 9:41;76;1;1030;BRONSE;1,34E+11;4.3431583
21;0;25.03.2021 8:13;138;1;787;BRONSE;98431556493;6.4388318
21;6;25.03.2021 8:13;138;1;299;BRONSE;98431556493;6.4388318
21;19;25.03.2021 8:13;138;1;350;BRONSE;98431556493;6.4388318
21;32;25.03.2021 8:13;138;1;350;BRONSE;98431556493;6.4388318
21;33;25.03.2021 8:13;138;1;700;BRONSE;98431556493;6.4388318
21;34;25.03.2021 8:13;138;1;350;BRONSE;98431556493;6.4388318
21;35;25.03.2021 8:13;138;1;430;BRONSE;98431556493;6.4388318
21;38;25.03.2021 8:13;138;1;350;BRONSE;98431556493;6.4388318
21;52;25.03.2021 8:13;138;1;398;BRONSE;98431556493;6.4388318
21;63;25.03.2021 8:13;138;1;299;BRONSE;98431556493;6.4388318
21;84;25.03.2021 8:13;138;1;777;BRONSE;98431556493;6.4388318
21;88;25.03.2021 8:13;138;1;1791;BRONSE;98431556493;6.4388318
21;89;25.03.2021 8:13;138;1;669;BRONSE;98431556493;6.4388318
21;91;25.03.2021 8:13;138;1;597;BRONSE;98431556493;6.4388318
21;94;25.03.2021 8:13;138;1;598;BRONSE;98431556493;6.4388318
21;109;25.03.2021 8:13;138;1;370;BRONSE;98431556493;6.4388318
21;111;25.03.2021 8:13;138;1;370;BRONSE;98431556493;6.4388318
21;123;25.03.2021 8:13;138;1;740;BRONSE;98431556493;6.4388318
21;129;25.03.2021 8:13;138;1;740;BRONSE;98431556493;6.4388318
21;136;25.03.2021 8:13;138;1;740;BRONSE;98431556493;6.4388318
21;138;25.03.2021 8:13;138;1;378;BRONSE;98431556493;6.4388318
138;0;13.05.2021 15:24;138;3;1404;GOLD;2,43E+11;60.17742614
138;1;13.05.2021 15:24;138;4;1404;GOLD;2,43E+11;60.17742614
138;2;13.05.2021 15:24;138;6;1998;GOLD;2,43E+11;60.17742614
138;3;13.05.2021 15:24;138;3;1632;GOLD;2,43E+11;60.17742614
138;4;13.05.2021 15:24;138;9;2754;GOLD;2,43E+11;60.17742614
138;5;13.05.2021 15:24;138;4;2272;GOLD;2,43E+11;60.17742614
138;6;13.05.2021 15:24;138;6;2842;GOLD;2,43E+11;60.17742614
138;7;13.05.2021 15:24;138;7;4530;GOLD;2,43E+11;60.17742614
138;8;13.05.2021 15:24;138;6;3789;GOLD;2,43E+11;60.17742614
138;9;13.05.2021 15:24;138;10;3257;GOLD;2,43E+11;60.17742614
138;10;13.05.2021 15:24;138;9;5164;GOLD;2,43E+11;60.17742614
138;11;13.05.2021 15:24;138;1;398;GOLD;2,43E+11;60.17742614
138;12;13.05.2021 15:24;138;7;2327;GOLD;2,43E+11;60.17742614
138;13;13.05.2021 15:24;138;9;3361;GOLD;2,43E+11;60.17742614
138;14;13.05.2021 15:24;138;13;4831;GOLD;2,43E+11;60.17742614
138;15;13.05.2021 15:24;138;14;5034;GOLD;2,43E+11;60.17742614
138;16;13.05.2021 15:24;138;14;5854;GOLD;2,43E+11;60.17742614
138;17;13.05.2021 15:24;138;5;1978;GOLD;2,43E+11;60.17742614
138;18;13.05.2021 15:24;138;15;7104;GOLD;2,43E+11;60.17742614
138;19;13.05.2021 15:24;138;12;4984;GOLD;2,43E+11;60.17742614
138;20;13.05.2021 15:24;138;10;3785;GOLD;2,43E+11;60.17742614
138;21;13.05.2021 15:24;138;14;7158;GOLD;2,43E+11;60.17742614
138;22;13.05.2021 15:24;138;22;13926;GOLD;2,43E+11;60.17742614
138;23;13.05.2021 15:24;138;14;6286;GOLD;2,43E+11;60.17742614
138;24;13.05.2021 15:24;138;18;6324;GOLD;2,43E+11;60.17742614
138;25;13.05.2021 15:24;138;15;5812;GOLD;2,43E+11;60.17742614
138;26;13.05.2021 15:24;138;22;7484;GOLD;2,43E+11;60.17742614
138;27;13.05.2021 15:24;138;25;10090;GOLD;2,43E+11;60.17742614
138;28;13.05.2021 15:24;138;18;7390;GOLD;2,43E+11;60.17742614
138;29;13.05.2021 15:24;138;14;7007;GOLD;2,43E+11;60.17742614
138;30;13.05.2021 15:24;138;15;7071;GOLD;2,43E+11;60.17742614
138;31;13.05.2021 15:24;138;15;5398;GOLD;2,43E+11;60.17742614
138;32;13.05.2021 15:24;138;11;5217;GOLD;2,43E+11;60.17742614
138;33;13.05.2021 15:24;138;15;5652;GOLD;2,43E+11;60.17742614
138;34;13.05.2021 15:24;138;17;6451;GOLD;2,43E+11;60.17742614
138;35;13.05.2021 15:24;138;13;4017;GOLD;2,43E+11;60.17742614
138;36;13.05.2021 15:24;138;16;5467;GOLD;2,43E+11;60.17742614
138;37;13.05.2021 15:24;138;11;3864;GOLD;2,43E+11;60.17742614
138;38;13.05.2021 15:24;138;9;4485;GOLD;2,43E+11;60.17742614
138;39;13.05.2021 15:24;138;9;4525;GOLD;2,43E+11;60.17742614
138;40;13.05.2021 15:24;138;3;1523;GOLD;2,43E+11;60.17742614
138;41;13.05.2021 15:24;138;12;3615;GOLD;2,43E+11;60.17742614
138;42;13.05.2021 15:24;138;13;4821;GOLD;2,43E+11;60.17742614
138;43;13.05.2021 15:24;138;12;4676;GOLD;2,43E+11;60.17742614
138;44;13.05.2021 15:24;138;6;1882;GOLD;2,43E+11;60.17742614
138;45;13.05.2021 15:24;138;9;2869;GOLD;2,43E+11;60.17742614
138;46;13.05.2021 15:24;138;7;3273;GOLD;2,43E+11;60.17742614
138;47;13.05.2021 15:24;138;8;2588;GOLD;2,43E+11;60.17742614
138;48;13.05.2021 15:24;138;6;2751;GOLD;2,43E+11;60.17742614
138;49;13.05.2021 15:24;138;7;2734;GOLD;2,43E+11;60.17742614
138;50;13.05.2021 15:24;138;8;3030;GOLD;2,43E+11;60.17742614
138;51;13.05.2021 15:24;138;7;2359;GOLD;2,43E+11;60.17742614
138;52;13.05.2021 15:24;138;7;2953;GOLD;2,43E+11;60.17742614
138;53;13.05.2021 15:24;138;12;4444;GOLD;2,43E+11;60.17742614
138;54;13.05.2021 15:24;138;2;852;GOLD;2,43E+11;60.17742614
138;55;13.05.2021 15:24;138;8;3799;GOLD;2,43E+11;60.17742614
138;56;13.05.2021 15:24;138;11;4277;GOLD;2,43E+11;60.17742614
138;57;13.05.2021 15:24;138;7;2859;GOLD;2,43E+11;60.17742614
138;58;13.05.2021 15:24;138;9;2908;GOLD;2,43E+11;60.17742614
138;59;13.05.2021 15:24;138;5;1918;GOLD;2,43E+11;60.17742614
138;60;13.05.2021 15:24;138;2;567;GOLD;2,43E+11;60.17742614
138;61;13.05.2021 15:24;138;11;5083;GOLD;2,43E+11;60.17742614
138;62;13.05.2021 15:24;138;12;5609;GOLD;2,43E+11;60.17742614
138;63;13.05.2021 15:24;138;14;6158;GOLD;2,43E+11;60.17742614
138;64;13.05.2021 15:24;138;9;3904;GOLD;2,43E+11;60.17742614
138;65;13.05.2021 15:24;138;7;2918;GOLD;2,43E+11;60.17742614
138;66;13.05.2021 15:24;138;15;6026;GOLD;2,43E+11;60.17742614
138;67;13.05.2021 15:24;138;2;1135;GOLD;2,43E+11;60.17742614
138;68;13.05.2021 15:24;138;10;3577;GOLD;2,43E+11;60.17742614
138;69;13.05.2021 15:24;138;10;3614;GOLD;2,43E+11;60.17742614
138;70;13.05.2021 15:24;138;4;1808;GOLD;2,43E+11;60.17742614
138;71;13.05.2021 15:24;138;4;2121;GOLD;2,43E+11;60.17742614
138;72;13.05.2021 15:24;138;8;2855;GOLD;2,43E+11;60.17742614
138;73;13.05.2021 15:24;138;9;2925;GOLD;2,43E+11;60.17742614
138;74;13.05.2021 15:24;138;6;2141;GOLD;2,43E+11;60.17742614
138;75;13.05.2021 15:24;138;4;1612;GOLD;2,43E+11;60.17742614
138;76;13.05.2021 15:24;138;7;3141;GOLD;2,43E+11;60.17742614
138;77;13.05.2021 15:24;138;5;1484;GOLD;2,43E+11;60.17742614
138;78;13.05.2021 15:24;138;9;4280;GOLD;2,43E+11;60.17742614
138;79;13.05.2021 15:24;138;6;1877;GOLD;2,43E+11;60.17742614
138;80;13.05.2021 15:24;138;7;3197;GOLD;2,43E+11;60.17742614
138;81;13.05.2021 15:24;138;5;2744;GOLD;2,43E+11;60.17742614
138;82;13.05.2021 15:24;138;4;1669;GOLD;2,43E+11;60.17742614
138;83;13.05.2021 15:24;138;5;3097;GOLD;2,43E+11;60.17742614
138;84;13.05.2021 15:24;138;12;4989;GOLD;2,43E+11;60.17742614
138;85;13.05.2021 15:24;138;13;5164;GOLD;2,43E+11;60.17742614
138;86;13.05.2021 15:24;138;7;2740;GOLD;2,43E+11;60.17742614
138;87;13.05.2021 15:24;138;6;2071;GOLD;2,43E+11;60.17742614
